city,locality,bedrooms,bathrooms,sqft_living,sqft_lot,floors,year_built,year_renovated,property_type,parking,facing,lift,furnishing,nearby_schools,nearby_hospitals,society,balcony,garden,price
Mumbai,Borivali,3,3,1101,1956,3,1998,2020,Independent House,1,East,Yes,Semi-Furnished,2,4,Borivali Enclave,3,No,13582000
Mumbai,Andheri,2,1,2098,3091,1,1954,1987,Apartment,0,North,No,Furnished,9,5,Andheri Villa,3,No,25446000
Mumbai,Bandra,3,4,1985,3436,1,1994,2011,Villa,0,North,Yes,Unfurnished,9,3,Bandra Enclave,1,Yes,24200000
Bengaluru,Whitefield,2,2,3021,6800,1,1951,2010,Independent House,2,North,Yes,Semi-Furnished,1,1,Whitefield Heights,2,No,27424000
Pune,Kothrud,4,2,4171,5117,1,1952,2023,Villa,1,South,Yes,Furnished,1,2,Kothrud Enclave,3,No,35878500
Bengaluru,HSR Layout,3,4,2376,5410,2,1951,1995,Villa,2,West,Yes,Semi-Furnished,10,4,HSR Layout Heights,1,No,21734000
Delhi,Rohini,3,4,553,4606,3,2005,2015,Apartment,0,South,No,Unfurnished,1,2,Rohini Villa,1,No,5875000
Bengaluru,Indiranagar,4,4,2563,5146,1,1955,2020,Villa,0,West,No,Unfurnished,5,2,Indiranagar Heights,0,No,23407000
Delhi,Vasant Kunj,2,3,4872,6254,2,2012,2015,Builder Floor,2,North,No,Furnished,3,2,Vasant Kunj Heights,0,No,49025000
Bengaluru,Whitefield,4,3,305,1172,2,1967,1988,Villa,1,North,No,Furnished,3,3,Whitefield Heights,2,Yes,3230000
Mumbai,Borivali,3,2,3464,6975,2,1962,1994,Villa,2,South,No,Unfurnished,5,4,Borivali Residency,1,No,41833000
Delhi,Vasant Kunj,5,2,2766,5314,1,1988,2023,Independent House,1,West,No,Furnished,2,4,Vasant Kunj Villa,2,No,28095000
Chennai,Adyar,4,4,3744,7154,2,1953,2023,Builder Floor,3,North,Yes,Unfurnished,4,1,Adyar Enclave,1,No,30352000
Mumbai,Borivali,2,4,348,7980,3,2008,2008,Builder Floor,0,East,Yes,Semi-Furnished,9,0,Borivali Enclave,3,No,4526000
Mumbai,Andheri,5,1,1979,6258,1,2021,2025,Independent House,1,South,Yes,Semi-Furnished,10,2,Andheri Heights,3,Yes,24168000
Mumbai,Andheri,1,2,1291,9857,1,1981,1993,Builder Floor,3,North,No,Semi-Furnished,0,0,Andheri Enclave,3,No,15667000
Delhi,Rohini,5,3,3897,9338,3,1965,1991,Apartment,0,South,Yes,Unfurnished,10,1,Rohini Residency,1,No,39410000
Chennai,Adyar,3,1,4338,7397,3,1985,2009,Independent House,0,West,No,Semi-Furnished,2,0,Adyar Enclave,3,Yes,35039000
Pune,Baner,1,3,579,7911,1,1995,2002,Independent House,3,East,Yes,Furnished,5,4,Baner Residency,2,No,5211500
Pune,Kothrud,2,2,3182,8605,3,2022,2023,Independent House,1,East,No,Semi-Furnished,1,5,Kothrud Villa,3,No,27312000
Pune,Hinjewadi,5,3,1360,6719,3,2024,2024,Independent House,0,North,Yes,Unfurnished,2,1,Hinjewadi Heights,0,No,11985000
Chennai,Adyar,2,2,1163,4063,3,1999,2022,Independent House,0,North,No,Furnished,0,5,Adyar Heights,3,No,9644000
Pune,Kothrud,2,3,1181,8595,2,1967,2006,Apartment,1,East,No,Semi-Furnished,10,2,Kothrud Residency,1,Yes,10333500
Chennai,Perambur,2,1,498,2124,1,1954,1970,Builder Floor,2,West,Yes,Semi-Furnished,2,5,Perambur Villa,1,Yes,4224000
Pune,Baner,5,3,3220,8336,3,1967,2017,Builder Floor,3,West,No,Furnished,9,0,Baner Residency,2,Yes,27925000
Mumbai,Borivali,2,1,4728,7488,1,1978,1995,Villa,3,East,Yes,Furnished,4,0,Borivali Residency,2,No,57016000
Pune,Kothrud,5,1,4158,6362,3,1953,1956,Villa,3,East,Yes,Semi-Furnished,0,1,Kothrud Residency,2,Yes,35788000
Delhi,Vasant Kunj,1,1,3133,3762,2,1960,2020,Apartment,2,North,Yes,Furnished,7,4,Vasant Kunj Residency,2,No,31580000
Chennai,Adyar,2,1,753,1234,1,2018,2023,Builder Floor,3,North,No,Semi-Furnished,2,3,Adyar Villa,1,Yes,6239000
Chennai,T Nagar,5,3,3181,4817,2,2005,2005,Apartment,1,North,Yes,Furnished,6,5,T Nagar Heights,0,Yes,25978000
Mumbai,Andheri,1,2,3892,5421,2,1955,1994,Villa,1,East,Yes,Unfurnished,6,3,Andheri Heights,0,Yes,46929000
Bengaluru,HSR Layout,2,4,3224,5078,2,1988,2010,Villa,1,East,No,Unfurnished,8,4,HSR Layout Heights,0,No,29276000
Chennai,Perambur,4,3,942,4327,1,2016,2018,Villa,1,North,No,Unfurnished,2,0,Perambur Residency,3,No,7891000
Mumbai,Andheri,4,1,2514,4841,3,1999,2007,Builder Floor,0,East,No,Semi-Furnished,0,3,Andheri Villa,3,Yes,30553000
Delhi,Rohini,4,2,3831,8243,1,1989,1990,Villa,0,East,No,Unfurnished,3,0,Rohini Enclave,3,No,38635000
Mumbai,Andheri,5,4,2654,9736,3,2009,2021,Villa,1,West,No,Unfurnished,3,1,Andheri Heights,2,No,32308000
Mumbai,Bandra,5,3,3065,7793,2,1954,1988,Villa,2,East,Yes,Furnished,4,4,Bandra Enclave,2,Yes,37340000
Chennai,Anna Nagar,1,4,372,8064,1,1995,2024,Apartment,3,North,Yes,Semi-Furnished,9,4,Anna Nagar Enclave,0,No,3191000
Delhi,Saket,3,3,4354,5446,1,1972,1980,Builder Floor,1,North,Yes,Furnished,10,4,Saket Villa,2,Yes,43980000
Pune,Hinjewadi,1,3,2408,2590,3,1995,1996,Apartment,2,North,Yes,Unfurnished,7,0,Hinjewadi Heights,1,Yes,20758000
Bengaluru,HSR Layout,3,4,884,7921,2,1968,1968,Villa,2,East,No,Unfurnished,5,3,HSR Layout Enclave,0,Yes,8316000
Bengaluru,Whitefield,3,2,509,2299,3,1977,1996,Villa,1,West,Yes,Unfurnished,2,3,Whitefield Heights,0,Yes,4926000
Pune,Aundh,5,4,4715,5758,3,1956,2015,Independent House,2,East,Yes,Unfurnished,4,1,Aundh Enclave,1,No,40547500
Delhi,Vasant Kunj,3,1,2274,5969,3,2002,2012,Builder Floor,2,North,No,Unfurnished,7,4,Vasant Kunj Residency,3,No,23025000
Delhi,Lajpat Nagar,2,2,3639,9211,3,1967,2004,Villa,2,East,No,Furnished,1,3,Lajpat Nagar Villa,1,No,36700000
Delhi,Rohini,4,1,1666,3695,2,1983,2017,Independent House,0,South,Yes,Semi-Furnished,0,5,Rohini Residency,0,Yes,17005000
Pune,Aundh,4,4,3202,4296,2,2021,2021,Villa,0,East,No,Unfurnished,9,4,Aundh Heights,0,Yes,27627000
Bengaluru,MG Road,4,4,3869,6288,2,1967,2012,Apartment,0,South,Yes,Unfurnished,9,2,MG Road Villa,3,No,35251000
Chennai,Velachery,5,3,1093,4948,2,2013,2017,Builder Floor,3,East,No,Semi-Furnished,5,1,Velachery Residency,0,Yes,9174000
Chennai,Perambur,3,3,1114,6854,2,1971,1977,Villa,2,West,No,Furnished,2,2,Perambur Enclave,0,Yes,9317000
Bengaluru,Koramangala,1,2,4823,9040,1,1953,1957,Apartment,0,West,Yes,Semi-Furnished,3,2,Koramangala Villa,3,Yes,43657000
Chennai,Adyar,1,1,3940,7531,2,1983,1987,Apartment,2,North,No,Furnished,3,5,Adyar Heights,2,Yes,31795000
Pune,Viman Nagar,3,4,4501,5157,3,1990,1991,Independent House,0,East,Yes,Unfurnished,10,5,Viman Nagar Heights,0,Yes,38663500
Delhi,Lajpat Nagar,4,2,1902,4125,2,1969,1999,Apartment,3,East,Yes,Furnished,10,0,Lajpat Nagar Residency,0,No,19420000
Mumbai,Borivali,5,2,1759,2444,2,1983,2021,Independent House,1,East,No,Unfurnished,10,1,Borivali Enclave,1,No,21473000
Chennai,Anna Nagar,4,3,4751,8741,2,1962,1989,Builder Floor,2,West,No,Semi-Furnished,3,5,Anna Nagar Villa,0,Yes,38388000
Chennai,Adyar,1,3,3561,9384,1,2011,2025,Independent House,1,North,No,Semi-Furnished,8,1,Adyar Villa,0,No,28648000
Bengaluru,Indiranagar,4,4,3920,7453,2,1983,1985,Villa,3,South,No,Unfurnished,0,2,Indiranagar Villa,3,Yes,35735000
Pune,Hinjewadi,5,2,1203,6654,1,2019,0,Builder Floor,3,North,No,Semi-Furnished,8,0,Hinjewadi Heights,1,No,10570500
Pune,Hinjewadi,2,4,2178,4605,1,1997,2006,Independent House,1,South,Yes,Furnished,0,4,Hinjewadi Heights,3,No,18898000
Mumbai,Bandra,3,3,498,4316,3,1981,1982,Villa,0,West,No,Furnished,4,0,Bandra Heights,0,No,6351000
Mumbai,Andheri,5,2,1082,7540,1,1989,2008,Independent House,0,East,No,Semi-Furnished,3,0,Andheri Enclave,3,No,13359000
Bengaluru,MG Road,1,2,3628,8273,2,2011,2019,Apartment,3,North,No,Unfurnished,6,2,MG Road Heights,3,Yes,32897000
Pune,Kothrud,4,2,3962,7041,2,2022,0,Villa,2,South,Yes,Furnished,8,1,Kothrud Residency,3,Yes,34172000
Mumbai,Bandra,4,4,4587,9278,1,1957,2019,Villa,3,East,No,Furnished,0,2,Bandra Villa,0,No,55459000
Delhi,Lajpat Nagar,4,4,2864,8255,1,1991,2019,Independent House,0,North,No,Unfurnished,1,3,Lajpat Nagar Residency,0,Yes,29030000
Pune,Kothrud,2,2,3884,4865,1,2004,2018,Apartment,3,South,No,Semi-Furnished,0,2,Kothrud Heights,3,No,33239000
Bengaluru,HSR Layout,3,3,4918,6327,1,1987,2019,Apartment,2,East,No,Semi-Furnished,3,2,HSR Layout Residency,1,No,44537000
Mumbai,Juhu,4,2,1531,9289,1,1950,1988,Apartment,1,North,No,Semi-Furnished,1,0,Juhu Villa,1,Yes,18717000
Bengaluru,HSR Layout,2,3,415,3621,2,1986,2012,Villa,2,West,No,Unfurnished,8,5,HSR Layout Residency,0,Yes,4015000
Mumbai,Bandra,3,2,2453,7120,1,1966,2016,Independent House,2,East,No,Furnished,2,0,Bandra Residency,1,Yes,29806000
Pune,Hinjewadi,2,2,4195,4247,2,1959,1964,Apartment,3,West,No,Semi-Furnished,4,4,Hinjewadi Heights,1,No,35872500
Chennai,Anna Nagar,4,3,2853,9773,3,1990,2022,Builder Floor,1,South,No,Unfurnished,2,3,Anna Nagar Villa,3,No,23219000
Mumbai,Powai,4,3,1758,2222,2,2009,2019,Independent House,1,South,No,Semi-Furnished,2,5,Powai Heights,1,No,21441000
Bengaluru,HSR Layout,2,1,2842,5582,1,1997,2025,Villa,0,East,Yes,Unfurnished,4,5,HSR Layout Villa,3,Yes,25848000
Bengaluru,Indiranagar,1,1,4156,9183,3,2008,2022,Apartment,3,North,Yes,Semi-Furnished,0,4,Indiranagar Residency,1,Yes,37634000
Mumbai,Borivali,1,1,3932,9204,3,1957,1996,Builder Floor,2,South,Yes,Semi-Furnished,10,2,Borivali Residency,2,Yes,47429000
Chennai,Anna Nagar,1,1,1880,8688,3,1968,2013,Villa,0,South,No,Furnished,4,4,Anna Nagar Residency,3,Yes,15350000
Mumbai,Juhu,3,3,1264,6908,2,2022,0,Independent House,0,North,Yes,Furnished,1,1,Juhu Enclave,0,Yes,15598000
Mumbai,Bandra,3,4,965,5057,2,1974,2020,Apartment,2,North,No,Unfurnished,4,1,Bandra Enclave,1,No,11905000
Chennai,Velachery,2,3,1932,3432,2,1983,2010,Villa,0,West,No,Unfurnished,5,2,Velachery Villa,1,Yes,15751000
Pune,Baner,2,2,3854,6745,3,1986,1998,Villa,2,North,Yes,Semi-Furnished,3,3,Baner Enclave,0,Yes,33054000
Pune,Hinjewadi,4,2,4127,8984,2,1997,2014,Independent House,0,East,Yes,Unfurnished,5,0,Hinjewadi Residency,3,No,35449500
Bengaluru,Indiranagar,1,2,3232,5791,1,2009,2025,Apartment,0,West,No,Unfurnished,9,5,Indiranagar Villa,3,No,29263000
Delhi,Saket,3,3,4253,9861,2,1988,1989,Apartment,0,West,No,Semi-Furnished,9,3,Saket Heights,1,Yes,42875000
Bengaluru,HSR Layout,5,2,4952,6145,1,1992,1994,Builder Floor,2,South,No,Semi-Furnished,6,1,HSR Layout Villa,0,Yes,44948000
Delhi,Rohini,3,3,958,4032,1,1976,2002,Builder Floor,1,South,No,Furnished,7,1,Rohini Enclave,0,No,9915000
Pune,Baner,2,4,3382,7228,3,1981,1986,Independent House,1,East,Yes,Semi-Furnished,5,2,Baner Villa,3,Yes,29147000
Bengaluru,MG Road,5,1,2116,9420,3,1972,2020,Apartment,2,East,No,Unfurnished,0,4,MG Road Villa,0,Yes,19434000
Delhi,Vasant Kunj,2,1,2030,4553,2,1961,2003,Independent House,1,West,Yes,Semi-Furnished,4,3,Vasant Kunj Villa,0,No,20495000
Chennai,Velachery,2,4,4538,5459,2,1960,2003,Builder Floor,3,North,Yes,Semi-Furnished,2,4,Velachery Villa,3,Yes,36684000
Chennai,Anna Nagar,4,1,2781,6312,2,1964,2001,Independent House,2,West,No,Unfurnished,5,0,Anna Nagar Residency,3,No,22563000
Mumbai,Bandra,1,3,2412,4080,3,2008,2020,Builder Floor,3,East,Yes,Furnished,7,3,Bandra Enclave,0,No,29244000
Bengaluru,MG Road,3,3,492,9434,2,1972,1989,Villa,3,North,No,Semi-Furnished,4,5,MG Road Heights,0,No,4708000
Mumbai,Powai,4,2,1735,3162,3,1962,1977,Apartment,3,West,No,Semi-Furnished,7,5,Powai Residency,3,Yes,21235000
Mumbai,Juhu,3,1,1502,3208,2,2015,2025,Builder Floor,2,East,No,Semi-Furnished,0,1,Juhu Enclave,0,No,18244000
Mumbai,Bandra,5,3,2783,7875,3,2019,2021,Builder Floor,2,West,Yes,Semi-Furnished,4,5,Bandra Residency,2,Yes,33901000
Pune,Baner,2,3,2533,2624,2,1976,1976,Independent House,1,East,No,Semi-Furnished,9,5,Baner Enclave,0,Yes,21810500
Delhi,Dwarka,3,2,822,5587,3,2008,2025,Independent House,2,West,No,Unfurnished,0,2,Dwarka Enclave,2,No,8520000
Chennai,Velachery,4,4,2025,6435,3,1971,2013,Independent House,2,West,Yes,Unfurnished,9,0,Velachery Villa,2,Yes,16685000
Delhi,Lajpat Nagar,3,3,2690,8891,2,2007,2020,Builder Floor,1,South,No,Unfurnished,6,3,Lajpat Nagar Heights,2,No,27210000
Delhi,Vasant Kunj,5,2,3400,8423,1,1962,2011,Apartment,1,North,No,Furnished,2,5,Vasant Kunj Villa,3,No,34450000
Delhi,Vasant Kunj,5,3,2916,9277,2,1963,2002,Independent House,1,West,No,Semi-Furnished,4,3,Vasant Kunj Residency,1,No,29555000
Bengaluru,Whitefield,5,3,4101,9526,1,1962,2010,Independent House,3,West,Yes,Unfurnished,0,4,Whitefield Residency,1,Yes,37359000
Pune,Aundh,4,1,2962,8007,1,1971,2006,Independent House,0,East,Yes,Unfurnished,9,5,Aundh Villa,1,Yes,25517000
Chennai,Adyar,2,2,4168,5854,2,1966,1983,Builder Floor,0,South,No,Semi-Furnished,3,5,Adyar Villa,1,Yes,33609000
Chennai,Perambur,1,3,1604,5665,2,1958,0,Builder Floor,3,West,No,Furnished,6,2,Perambur Heights,0,No,13087000
Chennai,T Nagar,3,4,626,6629,2,2015,2024,Independent House,3,North,Yes,Furnished,4,4,T Nagar Heights,1,No,5433000
Chennai,Adyar,2,2,4253,6024,2,1962,2003,Builder Floor,3,West,Yes,Semi-Furnished,5,2,Adyar Villa,2,No,34279000
Bengaluru,HSR Layout,3,1,1447,3922,3,1986,1986,Apartment,2,East,No,Semi-Furnished,2,4,HSR Layout Enclave,3,No,13308000
Bengaluru,Koramangala,2,2,2694,9782,2,1982,2021,Apartment,0,South,No,Furnished,9,0,Koramangala Enclave,2,No,24551000
Chennai,Perambur,2,3,1576,9835,2,2016,2020,Independent House,3,South,No,Furnished,7,3,Perambur Heights,0,No,12913000
Delhi,Saket,2,2,1529,6138,3,1965,2005,Apartment,2,West,No,Unfurnished,10,0,Saket Residency,1,No,15525000
Mumbai,Borivali,1,3,4456,5056,2,2020,2023,Builder Floor,0,West,Yes,Furnished,4,5,Borivali Residency,1,Yes,53817000
Chennai,Velachery,1,3,4821,7144,1,1974,2019,Builder Floor,1,East,Yes,Furnished,3,1,Velachery Villa,3,Yes,38923000
Pune,Kothrud,3,1,1909,5877,1,2006,2007,Independent House,1,North,Yes,Unfurnished,7,2,Kothrud Heights,3,Yes,16546500
Chennai,Velachery,5,4,304,4478,2,1984,2014,Apartment,2,West,No,Unfurnished,4,2,Velachery Residency,2,No,2872000
Pune,Aundh,3,4,1213,4247,2,1950,1989,Independent House,3,South,Yes,Furnished,6,5,Aundh Enclave,0,No,10720500
Bengaluru,HSR Layout,2,2,1190,5037,1,1989,2020,Villa,2,West,Yes,Unfurnished,4,4,HSR Layout Residency,1,No,10930000
Delhi,Rohini,4,2,1593,4217,2,2016,2022,Independent House,2,South,No,Semi-Furnished,4,2,Rohini Residency,2,No,16260000
Bengaluru,Indiranagar,4,3,3784,8448,2,2003,0,Independent House,0,West,No,Unfurnished,2,3,Indiranagar Enclave,0,Yes,34436000
Delhi,Saket,3,3,493,5816,2,1998,2007,Apartment,1,West,No,Furnished,1,1,Saket Residency,2,No,5315000
Pune,Baner,1,4,4289,6385,2,2025,2025,Builder Floor,0,North,No,Semi-Furnished,8,2,Baner Villa,2,Yes,36746500
Chennai,Velachery,1,3,3689,4982,1,2025,2025,Apartment,0,West,Yes,Semi-Furnished,9,4,Velachery Enclave,2,Yes,29777000
Delhi,Dwarka,3,3,3952,5761,1,1991,2019,Apartment,3,East,No,Furnished,10,5,Dwarka Enclave,2,Yes,39935000
Delhi,Dwarka,4,4,3546,7580,1,2017,0,Villa,0,West,Yes,Unfurnished,5,4,Dwarka Villa,2,No,35855000
Mumbai,Andheri,5,1,4873,5843,3,1970,2020,Builder Floor,3,South,Yes,Unfurnished,6,2,Andheri Villa,3,Yes,58936000
Bengaluru,Whitefield,2,3,4019,8392,3,2005,0,Independent House,2,North,No,Furnished,0,1,Whitefield Enclave,3,Yes,36591000
Bengaluru,Koramangala,5,3,4661,8460,3,1975,2023,Villa,1,South,Yes,Furnished,4,1,Koramangala Heights,0,Yes,42499000
Delhi,Lajpat Nagar,3,1,2982,5615,1,1976,1987,Villa,1,West,No,Furnished,3,2,Lajpat Nagar Heights,1,No,30110000
Mumbai,Borivali,1,4,2008,5174,1,2007,2020,Independent House,1,South,No,Unfurnished,1,0,Borivali Residency,0,Yes,24336000
Delhi,Dwarka,4,3,2895,6345,1,1976,1980,Villa,3,East,Yes,Semi-Furnished,0,0,Dwarka Villa,3,No,29330000
Mumbai,Juhu,3,3,834,7997,3,1988,2001,Builder Floor,3,West,Yes,Semi-Furnished,10,2,Juhu Heights,1,Yes,10398000
Delhi,Lajpat Nagar,1,2,4548,5873,1,2010,2010,Builder Floor,1,East,No,Unfurnished,6,1,Lajpat Nagar Villa,1,Yes,45675000
Pune,Hinjewadi,2,3,1196,3906,1,2013,2015,Villa,3,East,No,Unfurnished,5,0,Hinjewadi Heights,2,Yes,10456000
Chennai,T Nagar,2,4,680,9568,2,2017,2018,Apartment,0,North,No,Furnished,1,3,T Nagar Heights,0,No,5775000
Chennai,Anna Nagar,5,4,1401,1462,2,2010,2024,Villa,1,East,No,Unfurnished,10,5,Anna Nagar Heights,3,No,11663000
Pune,Hinjewadi,2,2,4516,5629,1,1978,2019,Builder Floor,0,West,No,Unfurnished,1,1,Hinjewadi Residency,2,Yes,38646000
Bengaluru,Indiranagar,4,3,1378,6801,2,1997,2017,Apartment,0,West,Yes,Furnished,2,0,Indiranagar Residency,0,Yes,12882000
Delhi,Vasant Kunj,3,1,4986,8974,2,1994,2005,Independent House,3,South,No,Unfurnished,4,4,Vasant Kunj Villa,0,No,50080000
Pune,Viman Nagar,3,2,2391,5234,2,2020,2022,Builder Floor,2,East,Yes,Semi-Furnished,6,5,Viman Nagar Heights,1,Yes,20663500
Delhi,Vasant Kunj,1,1,4809,7281,1,1994,2012,Independent House,3,North,Yes,Semi-Furnished,8,1,Vasant Kunj Residency,1,Yes,48280000
Delhi,Saket,5,2,4911,9307,3,1956,2023,Villa,1,South,No,Furnished,1,5,Saket Residency,1,Yes,49620000
Pune,Aundh,4,2,2580,3030,2,1987,2010,Independent House,3,West,No,Furnished,4,0,Aundh Heights,2,No,22335000
Delhi,Lajpat Nagar,5,1,785,7558,1,1968,1997,Apartment,1,West,Yes,Unfurnished,6,3,Lajpat Nagar Residency,1,No,8190000
Mumbai,Bandra,3,2,3588,4649,3,2024,2025,Apartment,1,West,Yes,Unfurnished,4,2,Bandra Heights,0,No,43351000
Pune,Kothrud,5,4,2202,7662,2,1988,1994,Independent House,1,North,No,Semi-Furnished,0,3,Kothrud Enclave,0,No,19127000
Chennai,Perambur,2,4,2684,4574,3,1963,1973,Villa,1,West,No,Semi-Furnished,0,5,Perambur Heights,2,No,21782000
Bengaluru,HSR Layout,3,4,2358,5329,1,1951,1962,Independent House,1,West,Yes,Unfurnished,6,5,HSR Layout Enclave,0,No,21537000
Pune,Aundh,5,4,4551,7735,1,1963,1974,Builder Floor,0,South,No,Unfurnished,10,5,Aundh Villa,3,Yes,39168500
Bengaluru,MG Road,4,1,3566,8761,3,2005,2025,Builder Floor,1,South,Yes,Unfurnished,5,0,MG Road Enclave,3,Yes,32504000
Chennai,Adyar,3,3,3186,5273,2,2007,2007,Villa,3,East,Yes,Furnished,8,4,Adyar Enclave,3,No,25913000
Delhi,Vasant Kunj,1,3,3181,8280,3,1979,1998,Villa,0,North,No,Semi-Furnished,9,3,Vasant Kunj Residency,3,Yes,32105000
Bengaluru,MG Road,3,3,3886,6897,1,1971,1990,Builder Floor,0,South,No,Unfurnished,10,4,MG Road Enclave,1,No,35249000
Pune,Kothrud,2,1,1041,7720,2,1968,2012,Villa,2,West,Yes,Semi-Furnished,1,5,Kothrud Enclave,0,No,9043500
Delhi,Vasant Kunj,1,2,4789,6108,3,1985,1985,Independent House,1,South,Yes,Furnished,7,5,Vasant Kunj Residency,1,Yes,48225000
Bengaluru,Koramangala,1,4,3895,7340,3,2020,2023,Apartment,3,South,No,Unfurnished,9,3,Koramangala Enclave,2,No,35315000
Chennai,Adyar,3,2,2922,7398,2,1959,1975,Villa,1,South,Yes,Unfurnished,7,4,Adyar Enclave,0,Yes,23701000
Bengaluru,HSR Layout,2,4,2504,7258,1,2008,2021,Independent House,3,North,Yes,Furnished,8,3,HSR Layout Heights,2,No,22906000
Delhi,Dwarka,3,1,2561,7278,2,1953,2014,Independent House,1,West,Yes,Unfurnished,7,2,Dwarka Enclave,2,Yes,25935000
Pune,Aundh,4,2,4720,9577,2,1950,1955,Villa,0,North,Yes,Unfurnished,6,5,Aundh Residency,1,Yes,40510000
Pune,Hinjewadi,2,1,4354,5382,2,1961,1972,Independent House,3,West,No,Unfurnished,7,1,Hinjewadi Enclave,1,Yes,37244000
Bengaluru,Indiranagar,2,4,2364,6507,1,1973,1988,Independent House,1,South,No,Unfurnished,10,0,Indiranagar Enclave,3,Yes,21611000
Pune,Viman Nagar,1,1,4863,5397,3,1997,1999,Apartment,0,North,Yes,Semi-Furnished,6,2,Viman Nagar Heights,2,Yes,41580500
Delhi,Rohini,5,4,1789,6223,1,1994,1999,Apartment,2,South,No,Unfurnished,2,4,Rohini Residency,3,Yes,18375000
Pune,Kothrud,5,1,2853,5290,1,1994,2004,Apartment,0,West,Yes,Unfurnished,2,4,Kothrud Enclave,3,No,24620500
Chennai,T Nagar,5,1,3071,5138,2,1968,1982,Independent House,1,West,Yes,Semi-Furnished,0,3,T Nagar Heights,0,No,24913000
Pune,Aundh,5,4,4775,6471,2,1991,1998,Independent House,1,East,No,Semi-Furnished,6,3,Aundh Heights,3,Yes,41092500
Chennai,T Nagar,3,4,3485,6040,2,1986,1988,Builder Floor,1,North,No,Unfurnished,9,4,T Nagar Residency,2,Yes,28270000
Pune,Kothrud,1,3,3453,5045,2,2018,0,Independent House,1,East,Yes,Furnished,1,3,Kothrud Residency,1,No,29645500
Mumbai,Bandra,4,2,4978,5155,1,1998,2003,Builder Floor,2,North,Yes,Unfurnished,5,1,Bandra Villa,1,No,60056000
Chennai,T Nagar,2,2,2316,7459,3,1983,2009,Villa,1,East,No,Unfurnished,0,3,T Nagar Villa,3,No,18793000
Delhi,Vasant Kunj,3,1,3539,3931,3,2007,2010,Apartment,0,North,Yes,Furnished,7,0,Vasant Kunj Residency,2,Yes,35810000
Bengaluru,MG Road,3,3,2632,9690,3,1983,1988,Builder Floor,3,South,Yes,Unfurnished,7,1,MG Road Residency,0,No,24013000
Chennai,T Nagar,1,2,611,7019,1,1960,1967,Apartment,3,East,No,Unfurnished,2,3,T Nagar Heights,1,Yes,5083000
Bengaluru,Whitefield,5,1,1551,7193,2,1972,1993,Independent House,1,North,No,Semi-Furnished,2,2,Whitefield Heights,1,Yes,14344000
Delhi,Saket,4,1,3908,4526,1,2017,2020,Apartment,1,East,Yes,Furnished,10,0,Saket Villa,0,Yes,39480000
Bengaluru,Indiranagar,1,2,1150,5028,1,1998,0,Builder Floor,3,North,Yes,Unfurnished,0,4,Indiranagar Heights,0,No,10505000
Pune,Baner,3,4,3983,5979,3,2012,2020,Villa,2,West,No,Furnished,7,4,Baner Enclave,1,Yes,34325500
Bengaluru,Koramangala,4,3,1613,7693,3,1952,2006,Villa,1,North,No,Semi-Furnished,8,1,Koramangala Villa,1,No,14882000
Delhi,Vasant Kunj,4,4,4073,7828,2,1999,2012,Villa,2,East,No,Furnished,8,1,Vasant Kunj Residency,1,Yes,41230000
Pune,Hinjewadi,5,3,4095,8635,2,1997,2016,Villa,1,West,Yes,Semi-Furnished,1,4,Hinjewadi Villa,2,No,35242500
Mumbai,Bandra,2,3,4819,6152,3,1999,2014,Independent House,1,West,Yes,Unfurnished,3,3,Bandra Residency,2,Yes,58183000
Chennai,Perambur,2,2,3669,6311,2,1981,1988,Independent House,2,North,Yes,Furnished,1,0,Perambur Heights,0,No,29652000
Mumbai,Juhu,3,2,1533,5072,2,1958,2003,Villa,3,West,No,Unfurnished,2,2,Juhu Enclave,0,Yes,18696000
Delhi,Rohini,4,1,4660,9775,2,1970,2004,Independent House,2,South,Yes,Unfurnished,2,3,Rohini Heights,0,Yes,46945000
Chennai,Anna Nagar,4,4,1696,2072,3,1996,2024,Independent House,1,West,Yes,Semi-Furnished,10,4,Anna Nagar Enclave,2,Yes,14053000
Bengaluru,Whitefield,2,2,2758,8357,2,1969,1975,Apartment,2,East,Yes,Semi-Furnished,9,3,Whitefield Heights,3,Yes,25142000
Bengaluru,Indiranagar,2,3,4563,4805,2,1990,1999,Builder Floor,1,East,No,Semi-Furnished,6,2,Indiranagar Heights,2,No,41327000
Mumbai,Juhu,5,1,1370,1594,3,2023,0,Villa,3,South,No,Semi-Furnished,6,0,Juhu Enclave,3,No,16825000
Bengaluru,HSR Layout,4,4,3102,4236,2,1983,2017,Apartment,3,East,No,Furnished,7,5,HSR Layout Heights,2,Yes,28433000
Mumbai,Bandra,1,2,909,3860,2,1958,1976,Apartment,0,North,Yes,Unfurnished,0,5,Bandra Enclave,0,Yes,11133000
Pune,Baner,3,1,1299,2269,3,1967,1978,Builder Floor,1,North,Yes,Furnished,6,5,Baner Residency,1,Yes,11446500
Mumbai,Borivali,3,2,4199,5865,3,2013,2021,Apartment,3,East,Yes,Semi-Furnished,2,4,Borivali Heights,0,Yes,50733000
Delhi,Saket,2,2,1315,2606,1,1973,1992,Apartment,1,West,No,Unfurnished,6,4,Saket Enclave,1,No,13345000
Bengaluru,Indiranagar,2,1,2361,4716,1,1958,1964,Builder Floor,3,East,Yes,Unfurnished,6,0,Indiranagar Villa,0,Yes,21474000
